label,target,corpus,target_group,Race,Religion,Gender,Sexual Orientation,Miscellaneous
normal,['None'],islam western country use similar process,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],glad live anymore got muslim invasion minnesota,['Religion'],0,1,0,0,0
offensive,['Other'],welcome america home degenerate globalist scum pride brainwashing manipulating people child hope eventually creating mindless ghetto exquisite slave perfection,['Miscellaneous'],0,0,0,0,1
hatespeech,['Homosexual'],dumbest cartoon propogated dumbest people get shit outta faggot,['Sexual Orientation'],0,0,0,1,0
hatespeech,['Islam'],quite justified islamophobic woman fearful ie phobic cult fanatically seek rape murder u also expect demand men phobic may become islamocidal protect woman child,['Religion'],0,1,0,0,0
hatespeech,"['Arab', 'Jewish']",world know peace send back sand nigger kike nuke middle east existence,"['Race', 'Religion']",1,1,0,0,0
offensive,"['Islam', 'Women']",fucking hate sweden making case woman involved politics muh feminist govt joke swedish grade school hire muslim migrant counselor muslim try hump kid,"['Religion', 'Gender']",0,1,1,0,0
offensive,['Caucasian'],idiot child thought nazi fan boy ramblings nugget gold,['Race'],1,0,0,0,0
offensive,['Homosexual'],wonder faggot user norway,['Sexual Orientation'],0,0,0,1,0
offensive,['African'],ya take ghetto,['Race'],1,0,0,0,0
offensive,['Christian'],wtf satanist athiests bitch christianity do not see complaining b ugh homeschool private school option point,['Religion'],0,1,0,0,0
hatespeech,"['Homosexual', 'African']",alt right blood soil disagree even slightly shut nigger faggot kike boomer well guess soil feel welfare ass scrape together enough actually buy government give,"['Sexual Orientation', 'Race']",1,0,0,1,0
hatespeech,"['African', 'Hispanic', 'Jewish']",jew dominate donor class republican democrat fixate jewish question never solve tide hispanic black breed third world,"['Race', 'Race', 'Religion']",1,1,0,0,0
offensive,"['Christian', 'Jewish']",downvoter deny take gander user post regarding modern christian k cuckstians fake christian put jew pedestal promulgate suicidal worship many case,"['Religion', 'Religion']",0,1,0,0,0
hatespeech,['Arab'],built sand nigger savage buying bomb kill,['Race'],1,0,0,0,0
hatespeech,"['Arab', 'Islam', 'Jewish']",would anyone put side either muzrat kike filth think giving palestine muzrats end terrorism got bridge sell old need eradicate cannot peace muzrats extinct,"['Race', 'Religion', 'Religion']",1,1,0,0,0
hatespeech,['Islam'],also call canadian boycott muslim business canadian support filthy muslim pedophile determination subjugate murder christian replace white population shit skin muslim,['Religion'],0,1,0,0,0
hatespeech,['Asian'],asian going to chuck u oven,['Race'],1,0,0,0,0
normal,['None'],huge wave sexual harassment claim hit congress — hard jacob novak,['Miscellaneous'],0,0,0,0,1
offensive,['None'],ok bigot time spell kwanzaa retarded extra le authority reader digest describes came know time holy fsck quote rd ohhld geez,['Miscellaneous'],0,0,0,0,1
hatespeech,['Arab'],absolute lunacy sand nigger politician europe banning european descent entering part europe puh leez trump belongs london sadiq khan,['Race'],1,0,0,0,0
offensive,['None'],twatter dominated regressive left deal emotion logic multiculturalism cancer brought civilization throughout history gab okay white okay speak freely,['Miscellaneous'],0,0,0,0,1
normal,['Caucasian'],completely correct without communication break leading distortion misrepresentation serious problem among white male failed learn language effectively,['Race'],1,0,0,0,0
hatespeech,['Islam'],treason lot you way canada largest you mine saskatchewan think little distance muzzrats going get elected,['Religion'],0,1,0,0,0
hatespeech,"['Homosexual', 'Arab', 'Islam']",yes many think moslem fight well armed white  christian instead easy target like gay bar others paid say moslem peaceful,"['Sexual Orientation', 'Race', 'Religion']",1,1,0,1,0
hatespeech,['Jewish'],surprising white majority marxist propaganda shoved throat kike decade angle pedowood talmudvision print medium jew owned pushing poz number number public school system higher academia infested commie jew dictating curriculum,['Religion'],0,1,0,0,0
hatespeech,['African'],fuck belief retarded half nigger,['Race'],1,0,0,0,0
hatespeech,"['Homosexual', 'Jewish', 'Women']",blaming period blaming pussy faggot little girl calling kike bringing profane audience light,"['Sexual Orientation', 'Religion', 'Gender']",0,1,1,1,0
hatespeech,['African'],sorry do not speak ghetto moonman,['Race'],1,0,0,0,0
hatespeech,"['African', 'Arab', 'Islam', 'Jewish']",happens import nigger mudslimes culture includes gang rape honor killing course regard western value cannot overcome nature blame poc slime blame white let jew scheming effect,"['Race', 'Race', 'Religion', 'Religion']",1,1,0,0,0
normal,"['African', 'Islam']",plague somali sudanese terrorising whole suburb melbourne victoria police say african gang problem youth problem idiot think muslim terrorist problem hide identity afraid,"['Race', 'Religion']",1,1,0,0,0
normal,['None'],user hey imgs white background pretty confusing distinguish maybe edge case took quite time figure need click edge post see reply suggestion,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],yes shiksa democrat sermon real raycis chosenites muh greatest ally magic dirt make nigger people,['Race'],1,0,0,0,0
hatespeech,['African'],worthless corrupt racist delusional dumb retarded somalian bitch,['Race'],1,0,0,0,0
normal,['Homosexual'],oregon gay couple bake case bakery lost appeal court pay mucho dinero lesbo couple state tell run business sound orwellian hope go scourt,['Sexual Orientation'],0,0,0,1,0
hatespeech,['African'],go live beloved nigger response kind shit oh you hate white people you live shitty ghetto black,['Race'],1,0,0,0,0
offensive,['None'],is not fucking white power sign retard ok sign white power sign involves hand reason people dickhead go tizzy like bunch fucking girl,['Miscellaneous'],0,0,0,0,1
normal,['Jewish'],warsaw ghetto uprising jewish resistance arose within warsaw ghetto german occupied poland world war ii opposed nazi germany effort transport remaining ghetto population treblinka extermination camp,['Religion'],0,1,0,0,0
offensive,"['Hispanic', 'Jewish']",oh like standing front jew saying need money rapist mexican retweeting white genocide meme hillary meme jewish star know many artlces written anti semitic trump google thousand,"['Race', 'Religion']",1,1,0,0,0
hatespeech,"['African', 'Jewish']",put front st because make look unintelligent post fact instead yapping kike nigger north korea peaceful must like number yr old something,"['Race', 'Religion']",1,1,0,0,0
hatespeech,['Homosexual'],sickened degenerative behaviour brings promotion perversion desire push face heterosexual child fact trying turn child faggot sickens,['Sexual Orientation'],0,0,0,1,0
offensive,"['Christian', 'Islam']",paul jayda fransen enjoying bit downtime stressfull dangerous life well never surrender islam christian soldier n people,"['Religion', 'Religion']",0,1,0,0,0
hatespeech,['Islam'],berlin security tent woman woman safety area call muzzie free zone new year eve party berlin never cool,['Religion'],0,1,0,0,0
hatespeech,"['Jewish', 'Asian']",also asian chinese chance mao kike rat puppet handler disgusted vermin responsible death million asian,"['Religion', 'Race']",1,1,0,0,0
offensive,"['Islam', 'Refugee']",proof muslim right proof immigrant right proof citizen right government aid abets terrorism committed muslim immigrant,"['Religion', 'Miscellaneous']",0,1,0,0,1
normal,['None'],raised grandparent wwii moved detroit south part economic growth white flight affluent family friendly suburb sad really early   th century detroit paris midwest,['Miscellaneous'],0,0,0,0,1
offensive,['Islam'],legal call death white men illegal joke football player legal kick white woman head yelling kill white slag long you are muslim turkish diversity officer freed charge dropped later judge said wa not offensive,['Religion'],0,1,0,0,0
hatespeech,['Homosexual'],user every beating bashing faggot get free lesson know difference right wrong power worthlessness never seem learn,['Sexual Orientation'],0,0,0,1,0
hatespeech,"['Asian', 'Jewish']",iq nationalism lead jew asian bugocracy imposing misery heritage white american sound good anyone jew asian stepinfetchit swpl shitlib white lackey,"['Race', 'Religion']",1,1,0,0,0
normal,['None'],bullshit rationalizing continued sinecure go high iq college corporate campus notice indian sticking indian asian asian token diversity token diversity white angling add nonwhite social group,['Miscellaneous'],0,0,0,0,1
hatespeech,"['Arab', 'Jewish']",mm think number apartheid israel fact number hate come arablies nazilies fact tell you are leader b strong send arab back arabia israel jerusalem jewish home,"['Race', 'Religion']",1,1,0,0,0
hatespeech,['African'],saw new star whore movie review long long time ago ghetto far far away period cibil right nigga rocketships striking dey hood dey dey first victory ebil cracka empire,['Race'],1,0,0,0,0
offensive,['Jewish'],wrong dipshit america already superpower jew got became number economy planet   th century retarded fuck,['Religion'],0,1,0,0,0
offensive,['Homosexual'],refuted argument ran debate like faggot stole dinner money gave wedgie stuffed locker ,['Sexual Orientation'],0,0,0,1,0
hatespeech,"['Homosexual', 'Hispanic']",got to like spic sometimes may want go home least hate degenerate queer much u,"['Sexual Orientation', 'Race']",1,0,0,1,0
hatespeech,"['Islam', 'Jewish']",jew want use muslim army wipeout u wipe muslim,"['Religion', 'Religion']",0,1,0,0,0
hatespeech,"['Asian', 'Hispanic', 'Islam', 'Jewish', 'African']",want number wall non white immigration stopped number million beaner deported black repatriated asian monitored muslim removed jew get oven mix breed sterilized fuck get rid asian,"['Race', 'Race', 'Religion', 'Religion', 'Race']",1,1,0,0,0
offensive,['Other'],sorry think rude party actual retard briefed forcing retard math,['Miscellaneous'],0,0,0,0,1
offensive,['Jewish'],oh fyi jew alive time said kill jeepnut unless invented time travel jew time traveler,['Religion'],0,1,0,0,0
offensive,['None'],oh shit mean weirdo time hand write another book well least retarded fan idiot bought first book happy,['Miscellaneous'],0,0,0,0,1
hatespeech,['Refugee'],iran woman child raped murdered stabbed invading barbarian worried muh democracy iran wtf iranprotests,['Miscellaneous'],0,0,0,0,1
hatespeech,"['Arab', 'Islam', 'Jewish']",let call terrorism kike backed scheming try manipulate goy jihadi sand nigger bad satanic jew scum worse,"['Race', 'Religion', 'Religion']",1,1,0,0,0
hatespeech,['Jewish'],fuck congress dictator jew would run scared shitless mexico,['Religion'],0,1,0,0,0
offensive,"['Islam', 'Other']",islam nazi best friend,"['Religion', 'Miscellaneous']",0,1,0,0,1
offensive,['Islam'],happy wtp voice wh muslim refugee w skill welfare baby forever day number trillion debt gop bush family another number trillion dem obama family number,['Religion'],0,1,0,0,0
normal,['None'],announcement silence breaker named person year time magazine catapulted sexual harassment scandal national spotlight sexual assault workplace taken crisis proportion,['Miscellaneous'],0,0,0,0,1
normal,['Refugee'],agreed side want legit compromise daca education participation clean criminal record requirement daca immigrant seem likely become productive member society keeping enables limiting drug smuggler terrorist infiltration win,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],check fucking cianiggers kike war fucking thread worst propaganda ever seen,['Race'],1,0,0,0,0
offensive,"['Asian', 'Islam']",guy trying apply western liberal enlightened thought asian muslim country beyond,"['Race', 'Religion']",1,1,0,0,0
normal,['Islam'],oppression woman everything islam encompasses,['Religion'],0,1,0,0,0
offensive,"['Arab', 'Hispanic', 'Jewish']",shit forgot include arabic hebrew yiddish spanish swedish finnish fucked beheaded goat sheep chained slave burka speak inclusive tolerant religion rat vermin weasel bacteria woman raped maggot maggot fucking goat missing anyone,"['Race', 'Race', 'Religion']",1,1,0,0,0
offensive,"['Men', 'Other']",also bell curve iq many men high iq tail also low iq tail retarded men voting,"['Gender', 'Miscellaneous']",0,0,1,0,1
offensive,['Islam'],get ready number shill interest heard crusade jihad heard milkhemet jew jihad reminder white woman targeted called shiksa misogynistic anti white religious discrimination must stopped remember hollywood,['Religion'],0,1,0,0,0
normal,"['Caucasian', 'Jewish']",people say want country white like israel say move poland white nation like jew moved home israel america consistent logic wise,"['Race', 'Religion']",1,1,0,0,0
hatespeech,"['Other', 'Islam']",sverige är det muslimer som begår de flesta grova brott allt enligt anonyma poliser user och user vet sanningen men de tror att folket är så dumma att vi fattar nada fuck islam,"['Miscellaneous', 'Religion']",0,1,0,0,1
hatespeech,"['Arab', 'Islam']",forgive number number granted nuked saudi arabia credible intel raghead fuck training afghanistan level place fuck anyone problem,"['Race', 'Religion']",1,1,0,0,0
hatespeech,['Arab'],agreed riyadh another place cesspool congregate said level ever want world peace couple billion fundie raghead got to go,['Race'],1,0,0,0,0
offensive,['None'],people care violence animal child,['Miscellaneous'],0,0,0,0,1
offensive,"['Islam', 'Jewish']",safety area muslim friend jewish enablers,"['Religion', 'Religion']",0,1,0,0,0
offensive,['Jewish'],exactly anti pitbull goy chimping calling someone kike fucking retarded wignats fragile emotional spergs,['Religion'],0,1,0,0,0
normal,['None'],well are not rabid liberal leftist maybe strong privately done vetting process need conducted do not want to potential arab comin,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],iranian woman risking prison even death removing hijab feminist west wear hijab like sort medal fukin idiot freedom islamic rule want,['Gender'],0,0,1,0,0
offensive,['Jewish'],well guess anti whiteness probably lot blunt today jew revolutionary minority,['Religion'],0,1,0,0,0
offensive,['Islam'],still psy op people trying convince mindless sheep sleep walk wherever dog whistled oh said america patriot flag i am going to bomb country like islam therefore israel greatest friend buddhist hindu jew,['Religion'],0,1,0,0,0
offensive,['Christian'],catholic church today meddles usa politics trying bring mexican immigrant shielding illegal alien mexican catholic church worked hard flood usa immigrant number year ago catholic first great destroyer usa,['Religion'],0,1,0,0,0
hatespeech,['Arab'],ahaahaha towel head fucking stupid admit jew smart dummy manipulative convince people like support ass even though responsible demise western culture although done much else,['Race'],1,0,0,0,0
hatespeech,"['Arab', 'Jewish']",jew retarded keep caving towel head demand letting power crush ally said jew retarded,"['Race', 'Religion']",1,1,0,0,0
hatespeech,"['Islam', 'Women']",nice woman decide want get raped  taharrush happynewyear migrant islam,"['Religion', 'Gender']",0,1,1,0,0
offensive,['Other'],fact grasp hungary country already facing intense pressure eu nationalist policy want guy like spencer country show detached reality get alt right ghetto get perspective,['Miscellaneous'],0,0,0,0,1
normal,['Islam'],greatest hope mankind reach muslim yet enlisted violence,['Religion'],0,1,0,0,0
normal,['None'],actually true aryan racially speaking root name iran connected arab racially,['Miscellaneous'],0,0,0,0,1
offensive,['Islam'],problematic issue islam fact call genocide kafir non muslim infidel breeding terrorism instead exposing world watch focusing either reforming religion purging everyone focusing muh womynz right,['Religion'],0,1,0,0,0
offensive,"['Islam', 'African']",number  even though political power machine still sell delusional maniac concept even muslim self created go zone black violent go ghetto somehow still oppressed need libtardshelter even though they are libtard run city,"['Religion', 'Race']",1,1,0,0,0
hatespeech,['Jewish'],owe give real holocaust time noble thing,['Religion'],0,1,0,0,0
offensive,['None'],one get annoyed retarded view decides worth split,['Miscellaneous'],0,0,0,0,1
offensive,['African'],new year resolution manage even asshole nigger lover retard already,['Race'],1,0,0,0,0
hatespeech,"['Islam', 'Jewish']",fool muslim participating iranprotests jew already offered visa brand new car foodstamps apartment usa,"['Religion', 'Religion']",0,1,0,0,0
offensive,"['Homosexual', 'Jewish']",yes see political landscape stormfags spout jew shit damaging solution fucking sjw faggot,"['Sexual Orientation', 'Religion']",0,1,0,1,0
hatespeech,"['African', 'Jewish']",many murder violent felony committed ever hear much hear selected kike controlled medium narrative deep six mundane equally deadly often stemming deep ghetto nihilism,"['Race', 'Religion']",1,1,0,0,0
hatespeech,['African'],true endorse hotep negro movement hoteps want rely white man law wealth land anti zionist want go back africa make goal whitenation attainable youtube google hoteps alt right,['Race'],1,0,0,0,0
offensive,['Other'],broke ghetto way got tv sat internet retired boring,['Miscellaneous'],0,0,0,0,1
offensive,['Caucasian'],creating new america niche skill tell you whiteboys retarded cucks shy away college subject like engineering realize skill required usa stay competitive global economy usa would need import,['Race'],1,0,0,0,0
offensive,['None'],yo getting drunk fuck good post drunk inner nazi come nice fellow,['Miscellaneous'],0,0,0,0,1
normal,['None'],really amusing obviously mental capacity lacking ego overweening presumptuously arrogant overbearing need look think woman intelligent sorry threaten view superiority view pathetic,['Miscellaneous'],0,0,0,0,1
hatespeech,"['Jewish', 'Homosexual']",admit jew power use power obviously hurt white people seem like faggot would suck kike white begin nepotistic best interest jew poor inbred gypsy,"['Religion', 'Sexual Orientation']",0,1,0,1,0
normal,"['Men', 'Women']",according psychology today magazine woman spend number hour life cry whereas bloke spend exactly amount time knowing fuck done wrong,"['Gender', 'Gender']",0,0,1,0,0
hatespeech,['Homosexual'],think pushing liberal cliff rationality communism faggotry diversity bullshit trying destroy white country looking might want research pioneer modern feminist mindset goal,['Sexual Orientation'],0,0,0,1,0
offensive,['None'],saying number population clearly ignorant responsible controlling street iranian city mass mob retarded idea got face rubbed dirt go nose,['Miscellaneous'],0,0,0,0,1
normal,['Jewish'],number jewish dominance declined lot intellectually still lot jewish dominance socially serious problem retarded leftwing jewish pundit like bill kristol legacy admits college trying kill whiteness,['Religion'],0,1,0,0,0
offensive,['Women'],woman football announcer bad rating dropped another number nfl ncaa used woman announcer weekend make sexual harassment nfl owner,['Gender'],0,0,1,0,0
hatespeech,['Jewish'],jew generally west best interest mind heavily pro mass immigration heavily anti white pro cultural marxism jew would liberal indoctrinated population,['Religion'],0,1,0,0,0
offensive,"['Homosexual', 'Islam', 'Other']",way sharia may could worse leader britain gay muslim faux married trannie,"['Sexual Orientation', 'Religion', 'Miscellaneous']",0,1,0,1,1
hatespeech,['Islam'],muslim say ignorant kaffir liberal secular taqiya bullshit need say shiite muslim agree mo paedophile killer reveal true self,['Religion'],0,1,0,0,0
normal,['Asian'],per caput white much better chinese besides think estimating much soy average chinaman actually eats,['Race'],1,0,0,0,0
offensive,['None'],fucking retard,['Miscellaneous'],0,0,0,0,1
offensive,['Islam'],muslim back killing people truck islam religion peace etc,['Religion'],0,1,0,0,0
hatespeech,['Jewish'],jew murdering million european asian french revolution current iranian revolution seems one segment populace seems benefit chosen race may butcher non member million expect reimbursement,['Religion'],0,1,0,0,0
hatespeech,['Jewish'],online nazi haha guy left meme number white privilege diversity strength race skin color holocaust racist sexist bigot homophobe islamophobe anti semite,['Religion'],0,1,0,0,0
offensive,['African'],trump removed mark cuban win unless fat negro woman try take office mark cuban guaranteed win,['Race'],1,0,0,0,0
hatespeech,['Arab'],u would richer israel gone would safer sand nigger dead nuclear weapon really cool,['Race'],1,0,0,0,0
offensive,"['Arab', 'Refugee']",would protesting iranian prefer experience benefit diversity rothschild bank nation enjoys demonstrating elin krantz swedish woman raped murdered immigrant,"['Race', 'Miscellaneous']",1,0,0,0,1
offensive,"['Asian', 'Women']",timmy home criticizing white men dating asian stacy club putting bj show tyrone,"['Race', 'Gender']",1,0,1,0,0
offensive,['None'],feel bad frequent flier trying avoid plane much whole airline industry turning one big ghetto walmart,['Miscellaneous'],0,0,0,0,1
offensive,"['Islam', 'Women']",muslim woman get allah suicide bomber mohammad glimpsed hell said full muslim woman serious question,"['Religion', 'Gender']",0,1,1,0,0
normal,['None'],much equal opportunity bollock still seen white guy working indian restaurant,['Miscellaneous'],0,0,0,0,1
hatespeech,['Jewish'],filthy yellow color jew jelly ivory color skin,['Religion'],0,1,0,0,0
hatespeech,['Arab'],think sand nigger getting hood pulled bad freak seeing sand nigger country would right,['Race'],1,0,0,0,0
hatespeech,"['Jewish', 'Arab']",told time list info everyone already know afraid tackle reason behind raghead terrorism place blame precious kike say let kill good riddance,"['Religion', 'Race']",1,1,0,0,0
offensive,['Asian'],think dreaming extent right dealt tiny minority asian date forget chinese people mao cultural revolution mainland chinese rapacious materialistic people respect money,['Race'],1,0,0,0,0
offensive,"['Islam', 'Jewish']",clueless boomer jew do not want refugee muslim hate,"['Religion', 'Religion']",0,1,0,0,0
offensive,['Asian'],dear laowai asian model citizen see,['Race'],1,0,0,0,0
normal,['None'],calling nazi surrounded jew lot jewish family changed capitol jerusalem nothing change calling nazi,['Miscellaneous'],0,0,0,0,1
normal,['None'],fighting commie working towards leaving shit stain ghetto called south florida wait live farm country nothing pet gun trump loving bf worry fermenting kick lately pickling lactofermentation,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],watching retarded cat play catnip probably best part day guy,['Miscellaneous'],0,0,0,0,1
offensive,['Jewish'],tried warning fool know white supremacy function jewish supremacy supporting actually episode topic colonial castizo futurism upload outnumbered number number number also plus homogeneous military,['Religion'],0,1,0,0,0
offensive,['Homosexual'],steve bannon gay,['Sexual Orientation'],0,0,0,1,0
hatespeech,['Jewish'],want keep believing lie jew communist luciferian shill want persecute capitalist war globalists will not survive battlefield new world order,['Religion'],0,1,0,0,0
hatespeech,['African'],sheriff clark think ghetto fixed think know n ggers send back africa fix,['Race'],1,0,0,0,0
hatespeech,['African'],yeah take away homeless white briton move backalleys nigger ghetto wedding coming town complete dreadlock rap initiation ceremony voodoo manual sign petition britfam let know want trashy hood rat stripper awarded title,['Race'],1,0,0,0,0
hatespeech,['Other'],retarded mongrols left shame twisted spiteful disrupt candlelight gathering remember number year old killed muslime refugee sooner legally gas people better western society,['Miscellaneous'],0,0,0,0,1
offensive,['Refugee'],voila way save country sucked dry netanyahu said otherwise bring within strategy really bring big country trojan horse that is sending refugee germany scam,['Miscellaneous'],0,0,0,0,1
offensive,['Caucasian'],many white bitch heavily infected beast blood dna white beasteality problem woman birth white work minimum wage want produce kid would work hard support leaching animal,['Race'],1,0,0,0,0
hatespeech,"['African', 'Refugee']",ridiculous lifetime benefit contracted seriously think access lavish va system gubment magnanimous got illegal ghetto rat magnanimous treatment,"['Race', 'Miscellaneous']",1,0,0,0,1
offensive,"['Homosexual', 'African']",everytime scroll past cia nigger want vomit kafkaesque boil covered faggot footsoldier greatest marxist ever,"['Sexual Orientation', 'Race']",1,0,0,1,0
offensive,"['Women', 'Refugee']",essential problem woman nurture virtue preen mean mothering instinct get ejaculated rapefugees cacas ghetto trash scab peasant labor generally worst incompetent society incompatible sustaining civilization,"['Gender', 'Miscellaneous']",0,0,1,0,1
offensive,['Asian'],dafuk ching chong gone deliver mah food wit dis snow heah shiet nigga best brang mah food,['Race'],1,0,0,0,0
offensive,['Refugee'],lol yeah know you saying refugee living life reason number seek refugee bother people people country kalergi plan alright empty greater israel hope eu going to clash different culture religion people accept nwo,['Miscellaneous'],0,0,0,0,1
hatespeech,['Jewish'],user jew fucking kike,['Religion'],0,1,0,0,0
offensive,['Jewish'],lol yeah think remember posting pic number time odin douche try dish take blocked said kike gf hooker got triggered af,['Religion'],0,1,0,0,0
offensive,"['Islam', 'Jewish']",dumb kike hitler fucking goat mother oh talking goat jew allows fuck animal arab,"['Religion', 'Religion']",0,1,0,0,0
offensive,['African'],african gentleman want enrich israel woman denied shalom israeli government officals hate colour skin,['Race'],1,0,0,0,0
normal,['None'],blank slate race behave differently sit stupid retarded platitude race culture overrun erased good feel good enjoy bliss,['Miscellaneous'],0,0,0,0,1
offensive,"['Arab', 'Islam', 'Jewish']",number billion people jesus let jew rule middle east let enslave muslim let sandniggers suffer fucking hard grasp,"['Race', 'Religion', 'Religion']",1,1,0,0,0
hatespeech,"['Arab', 'Asian', 'Jewish', 'African']",let jew enslave sandniggers let build jewtopia middle east put jew middle east remove niggs put africa boom problem solved open worm asian,"['Race', 'Race', 'Religion', 'Race']",1,1,0,0,0
hatespeech,['Homosexual'],you dream want never suck hiv dick faggot i am gay like homo queer catch,['Sexual Orientation'],0,0,0,1,0
offensive,['African'],number ghetto white people drug got abortion could speak without using f word called white negro black culture become part america white people endorsing immorality violence decline,['Race'],1,0,0,0,0
hatespeech,['Homosexual'],one faggot like jew support want call pussy man mouse take real man take mouse load gun sounding like faggot muzzie,['Sexual Orientation'],0,0,0,1,0
normal,['Islam'],would make feel good knowing muslim treated like gold minority social care money redirected muslim community number child birth defect fatality come muslim community cost nh million,['Religion'],0,1,0,0,0
normal,['Asian'],japan holder dropping box gun ammo ghetto alley though homogenous nation,['Race'],1,0,0,0,0
offensive,"['Caucasian', 'Men']",white men must change back pre     men married raised kid men worked whatever job took make sure family good life white men must reject ghetto moral live god family america,"['Race', 'Gender']",1,0,1,0,0
hatespeech,"['Arab', 'Islam']",imagine oil middle east would dubai would wealthy towel headed sand nigger ruling class oil muslim goat fckrs oops meant herder get hide plain sight intend take u,"['Race', 'Religion']",1,1,0,0,0
normal,['None'],guy based chinaman billionaire going make america great,['Miscellaneous'],0,0,0,0,1
offensive,"['Arab', 'Asian', 'Hispanic', 'Hindu', 'Jewish']",yeah yeah yeah bash black chink  dindu nuffins hindu muffin spic mick wop sand nigger care human talk that is go kill please,"['Race', 'Race', 'Race', 'Religion', 'Religion']",1,1,0,0,0
hatespeech,['African'],trump black chick movie please made number white comedian black face satirizing stereotypical black woman equality,['Race'],1,0,0,0,0
hatespeech,"['Homosexual', 'African']",actually do not like every race besides white race scared identity unify race also honesty inner city ghetto black constantly committing crime murdering people bit problem blm faggot,"['Sexual Orientation', 'Race']",1,0,0,1,0
offensive,['Jewish'],jewish question probably greatest litmus test loyalty defend one group people despite wrong side like house negro protecting slave master chicano,['Religion'],0,1,0,0,0
offensive,"['Arab', 'Islam']",unlike racist islam arablies world,"['Race', 'Religion']",1,1,0,0,0
offensive,['Homosexual'],oh well let premium creator know get hold anyone hope seen twitter gay song gave you shoutout,['Sexual Orientation'],0,0,0,1,0
hatespeech,['Homosexual'],new faggot never shot gun probably put safety like putting training wheel bike kid maybe get confident gun come talk gay begginner rule,['Sexual Orientation'],0,0,0,1,0
normal,['Women'],headline say sex robot replace men democrat woman decent woman still prefer husband democrat get dumber possible,['Gender'],0,0,1,0,0
normal,['Refugee'],idea compassion allowing kate steinle killer go free compassion mental illness let compassionate legal citizen country stop funding illegal immigrant stop encouraging lawlessness build fucking wall maga gabfam news,['Miscellaneous'],0,0,0,0,1
hatespeech,['Jewish'],important learn kike variety spotting yid difference life death,['Religion'],0,1,0,0,0
offensive,['African'],uh kid positive heaven turned nigger ghetto,['Race'],1,0,0,0,0
hatespeech,['African'],baby look like nigger blood,['Race'],1,0,0,0,0
hatespeech,['Islam'],brittania brittania number hour ago khan idea muslim low iq know quote war manual never elected muslim never represent ethnic apart inbred people,['Religion'],0,1,0,0,0
offensive,['Arab'],please read posted seem totally retarded brown skinned true british people ffs capability country like britain,['Race'],1,0,0,0,0
offensive,['Caucasian'],also like see applied lazy white underclass much bigger drain benefit resource islam black combined due sheer number decent british value refuse work breed like fooking rabbit,['Race'],1,0,0,0,0
normal,['African'],society ability thing would problem defending early white men africa changed thousand year white people tried help slaughtered africa returned dark age ancestor always primitive,['Race'],1,0,0,0,0
hatespeech,['Arab'],sand nigger going to sand nog,['Race'],1,0,0,0,0
hatespeech,['Refugee'],hias hebrew immigrant aid society bragged blog yesterday baltimore md court saved somali illegal alien yaasir deportation back somalia one number federal resettlement contractor paid w taxpayer placing refugee town city,['Miscellaneous'],0,0,0,0,1
normal,['None'],anti white white ridiculous tool,['Miscellaneous'],0,0,0,0,1
offensive,['Jewish'],anybody stand jew marikita ball,['Religion'],0,1,0,0,0
normal,['None'],zojuist gab geïnstalleerd naar aanleiding van de nieuwe duitse wetgeving moeten niet lijdzaam toezien hoe onze hard bevochten vrijheden worden afgenomen,['Miscellaneous'],0,0,0,0,1
normal,['African'],liberal progress bringing white democracy provided safety protection citizen using boycott caused mandella leader south africa communist terrorist today rape capital earth woman raped every number min liberal success story,['Race'],1,0,0,0,0
offensive,['Women'],want get raped number firefighter gotten intoxicated probably begged cry got sluttiness posted online everyone know kind whore,['Gender'],0,0,1,0,0
hatespeech,['Women'],conclusion woman fucking retarded,['Gender'],0,0,1,0,0
offensive,['Other'],traitorous anti american retarded liberal scum sucking parasite criticize president trump unfit one,['Miscellaneous'],0,0,0,0,1
hatespeech,"['Homosexual', 'Islam']",gay love communism especially islam want try see fly tall building pack carpet kisser helping show racist lol,"['Sexual Orientation', 'Religion']",0,1,0,1,0
hatespeech,"['African', 'Jewish']",possible course black soul possible jew soul possible likely,"['Race', 'Religion']",1,1,0,0,0
hatespeech,"['Islam', 'Jewish']",talk shite kike moslem le number percent america fucked plus never kenyan leader say white country even white  jewish,"['Religion', 'Religion']",0,1,0,0,0
offensive,['None'],luckily iranian people bite phoney provocateur trying create violence government opinion scum ruler western world trouble precipice either,['Miscellaneous'],0,0,0,0,1
offensive,"['Jewish', 'Other']",ben shapiro writing new book basis western civilization spoiler jew everything good developed steel train car computer landed moon something like prefers call u judea christian west warned,"['Religion', 'Miscellaneous']",0,1,0,0,1
hatespeech,['Arab'],detail show nazi germany thriving capitalistic society also nazi give ragheads special right germany oh right hitler used dream  yr old wife,['Race'],1,0,0,0,0
hatespeech,['Jewish'],kikenvermin brother bolshevik killed many easily dead arab reason school kid taught holohoax never hear word holodomor,['Religion'],0,1,0,0,0
hatespeech,['Jewish'],infinite regress jew jewing roman jewing anglos jewing jew philosophy logic cannot help u,['Religion'],0,1,0,0,0
